# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
V_-ssRNAviruses	Articulavirales	Amnoonviridae		Tilapinevirus	Amnoonviridae	Tilapia tilapinevirus	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	NC_029926, NC_029921, NC_029927, NC_029922, NC_029923, NC_029928, NC_029924, NC_029929, NC_029925, NC_029930	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	Tilapia lake virus isolate Til-4-2011 segment 1, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 2, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 3, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 4, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 5, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 6, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 7, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 8, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 9, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 10, complete sequence.	vertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Goukovirus	Phenuiviridae	Yichang insect goukovirus	KM817703, KM817730, KM817763	NC_031320, NC_031321, NC_031322	KM817703, KM817730, KM817763	Yichang Insect virus strain YCYC01 RNA-dependent RNA polymerase (L) gene, complete cds., Yichang Insect virus strain YCYC01 glycoprotein precursor (G) gene, complete cds., Yichang Insect virus strain YCYC01 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Horwuvirus	Phenuiviridae	Horsefly horwuvirus	KM817690, KM817723, KM817751	NC_031313, NC_031316, NC_031315	KM817690, KM817723, KM817751	Wuhan horsefly Virus strain JJ2-1 RNA-dependent RNA polymerase (L) gene, complete cds., Wuhan horsefly Virus strain JJ2-1 glycoprotein precursor (G) gene, complete cds., Wuhan horsefly Virus strain JJ2-1 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Hudivirus	Phenuiviridae	Dipteran hudivirus	KX884809, KX884810, KX884811	NC_032280, NC_032278, NC_032279	KX884809, KX884810, KX884811	Hubei diptera virus 4 strain SCM94992 RNA-dependent RNA polymerase gene, complete cds., Hubei diptera virus 4 strain SCM94992 putative glycoprotein gene, complete cds., Hubei diptera virus 4 strain SCM94992 putative nucleoprotein gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Hudovirus	Phenuiviridae	Lepidopteran hudovirus	KX884772, KX884773, KX884774	NC_032282, NC_032257, NC_032256	KX884772, KX884773, KX884774	Hubei lepidoptera virus 1 strain LCM141331 RNA-dependent RNA polymerase gene, complete cds., Hubei lepidoptera virus 1 strain LCM141331 putative glycoprotein gene, complete cds., Hubei lepidoptera virus 1 strain LCM141331 putative nucleoprotein gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Mobuvirus	Phenuiviridae	Mothra mobuvirus	KX272883, KX272884, KX272885		KX272883, KX272884, KX272885	Mothra bunyavirus strain JG1 RNA-dependent RNA polymerase gene, complete cds., Mothra bunyavirus strain JG1 glycoprotein precursor, gene, partial cds., Mothra bunyavirus strain JG1 nucleocapsid and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phasivirus	Phenuiviridae	Badu phasivirus	KT693187, KT693188, KT693189		KT693187, KT693188, KT693189	Badu virus isolate TS6347 segment L, complete sequence., Badu virus isolate TS6347 segment M, complete sequence., Badu virus isolate TS6347 segment S, complete sequence.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phasivirus	Phenuiviridae	Phasi Charoen-like phasivirus	KR003786, KR003784, KR003785		KR003786, KR003784, KR003785	Phasi Charoen-like virus isolate Rio segment L RNA-dependent RNA polymerase gene, complete cds., Phasi Charoen-like virus isolate Rio segment M glycoprotein gene, complete cds., Phasi Charoen-like virus isolate Rio segment S Nucleocapsid gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phasivirus	Phenuiviridae	Wutai mosquito phasivirus	KM817700, KM817728, KM817761	NC_031317, NC_031318, NC_031319	KM817700, KM817728, KM817761	Wutai Mosquito Virus strain QN3-5 RNA-dependent RNA polymerase (L) gene, complete cds., Wutai Mosquito Virus strain QN3-5 glycoprotein precursor (G) gene, complete cds., Wutai Mosquito Virus strain QN3-5 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Aguacate virus	HM566138, HM566137, HM566139	NC_015451, NC_015450, NC_015452	HM566138, HM566137, HM566139	Aguacate virus strain VP-175A segment L, complete sequence., Aguacate virus strain VP-175A segment M, complete sequence., Aguacate virus strain VP-175A segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Arrabida virus	KP863799, KP863800, KP863801	NC_029082, -, -	KP863799, KP863800, KP863801	Arrabida virus strain PoSFPhlebV/126/2008 segment L, complete sequence., Arrabida virus strain PoSFPhlebV/126/2008 segment M, complete sequence., Arrabida virus strain PoSFPhlebV/126/2008 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Arumowot virus	HM566144, HM566143, HM566145	NC_023635, NC_023633, NC_023634	HM566144, HM566143, HM566145	Arumowot virus segment L, complete sequence., Arumowot virus segment M, complete sequence., Arumowot virus segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Bhanja virus	JX961616, JX961617, JX961618	NC_027140, NC_027141, NC_027142	JX961616, JX961617, JX961618	Bhanja virus strain ibAr2709 segment L, complete sequence., Bhanja virus strain ibAr2709 segment M, complete sequence., Bhanja virus strain ibAr2709 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Bujaru phlebovirus (Munguba virus)	HM566164, HM566165, HM566166	NC_033830, NC_033847, NC_033831	HM566164, HM566165, HM566166	Munguba virus segment L, complete sequence., Munguba virus segment M, complete sequence., Munguba virus segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Candiru phlebovirus	HM119407, HM119408, HM119409	NC_015374, NC_015373, NC_015375	HM119407, HM119408, HM119409	Chandiru virus segment L, complete sequence., Chandiru virus segment M, complete sequence., Chandiru virus segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Heartland virus	JX005846, JX005844, JX005842	NC_024495, NC_024494, NC_024496	JX005846, JX005844, JX005842	Heartland virus isolate Patient1 segment L, complete sequence., Heartland virus isolate Patient1 segment M, complete sequence., Heartland virus isolate Patient1 segment S, complete sequence.	vertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Huangpi Tick Virus 2	KM817668, KM817707, KM817735	NC_031138, NC_031139, NC_031140	KM817668, KM817707, KM817735	Huangpi Tick Virus 2 strain H114-17 RNA-dependent RNA polymerase (L) gene, complete cds., Huangpi Tick Virus 2 strain H114-17 glycoprotein precursor (G) gene, complete cds., Huangpi Tick Virus 2 strain H114-17 nucleopasid protein (N) and nonstructural protein (NSs) genes, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Punta Toro phlebovirus	KP272028, KP272029, KP272030		KP272028, KP272029, KP272030	Punta Toro virus strain Adames L protein gene, complete cds., Punta Toro virus strain Adames M protein gene, complete cds., Punta Toro virus strain Adames N protein and NS protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Punta Toro virus	KP272025, KP272026, KP272027	NC_027203, NC_027201, NC_027202	KP272025, KP272026, KP272027	Punta Toro virus strain PAN472868 L protein gene, complete cds., Punta Toro virus strain PAN472868 M protein gene, complete cds., Punta Toro virus strain PAN472868 N protein and NS protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Razdan virus	KC335496, KC335497, KC335498	NC_022630, NC_022631, NC_022632	KC335496, KC335497, KC335498	Razdan virus strain LEIV-Arm2741 segment L, complete sequence., Razdan virus strain LEIV-Arm2741 segment M, complete sequence., Razdan virus strain LEIV-Arm2741 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Rift Valley fever phlebovirus	X56464, M11157, X53771		X56464, M11157, X53771	Rift Valley fever virus gene for putative RNA-dependent RNA-polymerase, genomic RNA., Rift Valley fever virus (phlebovirus, RVFV) M RNA segment, complete sequence, encoding glycoproteins G1 and G2., Rift Valley fever virus genes for nucleoprotein (N) and a non-structural protein (NS).	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Rift Valley fever virus	DQ375403, DQ380206, DQ380151	NC_014397, NC_014396, NC_014395	DQ375403, DQ380206, DQ380151	Rift Valley fever virus strain ZH-548 segment L, complete sequence., Rift Valley fever virus strain ZH-548 segment M, complete sequence., Rift Valley fever virus strain ZH-548 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Salehabad phlebovirus (Adana virus)	KJ939330, KJ939331, KJ939332	NC_029127, NC_029128, NC_029129	KJ939330, KJ939331, KJ939332	Adana virus strain 195 segment L, complete sequence., Adana virus strain 195 segment M, complete sequence., Adana virus strain 195 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Sandfly fever Naples phlebovirus	X68414, X89628, X53794	NC_006319, NC_006320, NC_006318	X68414, X89628, X53794	Toscana Virus genomic RNA for RNA-dependent RNA polymerase., Toscana virus M segment, genomic RNA, strain toscana., Toscana virus sRNA for NS and N protein.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Sandfly fever Turkey virus	GQ847513, GQ847512, GQ847511	NC_015412, NC_015411, NC_015413	GQ847513, GQ847512, GQ847511	Sandfly Sicilian Turkey virus strain Izmir 19 segment L polymerase gene, complete cds., Sandfly Sicilian Turkey virus strain Izmir 19 segment M polyprotein gene, complete cds., Sandfly Sicilian Turkey virus strain Izmir 19 segment S nucleocapsid (N) and nonstructural protein (NSs) genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Toros virus	KP966619, KP966620, KP966621	NC_029903, -, -	KP966619, KP966620, KP966621	Toros virus strain 213 segment L, complete sequence., Toros virus strain 213 segment M, complete sequence., Toros virus strain 213 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Uukuniemi phlebovirus	D10759, M17417, M33551	NC_005214, NC_005220, NC_005221	D10759, M17417, M33551	Uukuniemi virus L RNA segment for RNA polymerase, complete cds., Uukuniemi virus segment M membrane glycoproteins G1 and G2 gene, complete cds., Uukuniemi virus S RNA containing nucleocapsid N protein mRNA, complete cds and non-structural (NS-s) protein mRNA, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Phlebovirus	Phenuiviridae	Zerdali virus	KP966616, KP966617, KP966618	NC_029901, -, -	KP966616, KP966617, KP966618	Zerdali virus strain 37 segment L, complete sequence., Zerdali virus strain 37 segment M, complete sequence., Zerdali virus strain 37 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Pidchovirus	Phenuiviridae	Pidgey pidchovirus	KX852391, KX852390, KX852389		KX852391, KX852390, KX852389	Pidgey bunyavirus strain M6 RNA-dependent RNA polymerase gene, complete cds., Pidgey bunyavirus strain M6 glycoprotein gene, complete cds., Pidgey bunyavirus strain M6 nucleocapsid gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Tenuivirus	Phenuiviridae	Rice grassy stunt tenuivirus	AB009656, AB010376, AB010377, AB010378, AB000403, AB000404	NC_002323, NC_002324, NC_002325, NC_002326, NC_002327, NC_002328	AB009656, AB010376, AB010377, AB010378, AB000403, AB000404	Rice grassy stunt virus genomic RNA, complete sequence of RNA1., Rice grassy stunt virus genomic RNA, complete sequence of RNA2., Rice grassy stunt virus genomic RNA, complete sequence of RNA3., Rice grassy stunt virus genomic RNA, complete sequence of RNA4., Rice grassy stunt virus genomic RNA5 for nucleocapsid protein and 21.6K protein, complete cds., Rice grassy stunt virus genomic RNA6 for 20.6K major nonstructural protein and 36.4K protein, complete cds.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Tenuivirus	Phenuiviridae	Rice stripe tenuivirus	D31879, D13176, X53563, D10979	NC_003755, NC_003754, NC_003776, NC_003753	D31879, D13176, X53563, D10979	Rice stripe virus gene for RNA polymerase, complete cds., Rice stripe virus genomic RNA, complete sequence of segment 2., Rice stripe virus RNA3 genomic RNA for coat protein (two ORF's)., Rice stripe virus RNA 4, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Wubeivirus	Phenuiviridae	Dipteran wubeivirus	KX884799, KX884800, KX884801	NC_032276, NC_032277, NC_032281	KX884799, KX884800, KX884801	Hubei diptera virus 5 strain SCM245062 RNA-dependent RNA polymerase gene, complete cds., Hubei diptera virus 5 strain SCM245062 putative glycoprotein gene, complete cds., Hubei diptera virus 5 strain SCM245062 putative nucleoprotein gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Wubeivirus	Phenuiviridae	Wuhan fly wubeivirus	KM817689, KM817722, KM817749	NC_031298, NC_031295, NC_031297	KM817689, KM817722, KM817749	Wuhan Fly Virus 1 strain SYY1-9 RNA-dependent RNA polymerase (L) gene, complete cds., Wuhan Fly Virus 1 strain SYY1-9 glycoprotein precursor (G) gene, complete cds., Wuhan Fly Virus 1 strain SYY1-9 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Bean necrotic mosaic virus	JF417980, JN587269, JN587268	NC_018070, NC_018072, NC_018071	JF417980, JN587269, JN587268	Bean necrotic mosaic virus isolate TF-SP L protein gene, complete cds., Bean necrotic mosaic virus isolate TF-SP segment M non-structural movement protein (NSm) and Gn/Gc glycoprotein precursor (GPp) genes, complete cds., Bean necrotic mosaic virus isolate TF-SP segment S non-structural silencing protein (NSs) and nucleocapsid protein (N) genes, complete cds.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Capsicum chlorosis virus	DQ256124, DQ256125, DQ256123	NC_008302, NC_008303, NC_008301	DQ256124, DQ256125, DQ256123	Capsicum chlorosis virus segment L, complete sequence., Capsicum chlorosis virus segment M, complete sequence., Capsicum chlorosis virus segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Chrysanthemum stem necrosis virus	KM114546, KM114547, KM114548	NC_027718, NC_027720, NC_027719	KM114546, KM114547, KM114548	Chrysanthemum stem necrosis virus isolate PD4412741 segment L, complete sequence., Chrysanthemum stem necrosis virus isolate PD4412741 segment M, complete sequence., Chrysanthemum stem necrosis virus isolate PD4412741 segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Groundnut bud necrosis tospovirus	AF025538, U42555, U27809	NC_003614, NC_003620, NC_003619	AF025538, U42555, U27809	Peanut bud necrosis virus L protein (L) gene, complete cds., Peanut bud necrosis virus non-structural protein (NSm) and glycoprotein precursor (GPp) genes, complete cds., Peanut bud necrosis virus segment S non-structural protein and nucleocapsid protein genes, complete cds.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Groundnut ringspot and Tomato chlorotic spot virus reassortant	HQ644142, HQ644141, HQ644140	NC_015469, NC_015468, NC_015467	HQ644142, HQ644141, HQ644140	Groundnut ringspot and Tomato chlorotic spot virus reassortant segment L, complete sequence., Groundnut ringspot and Tomato chlorotic spot virus reassortant segment M, complete sequence., Groundnut ringspot and Tomato chlorotic spot virus reassortant segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Impatiens necrotic spot tospovirus	X93218, M74904, X66972	NC_003625, NC_003616, NC_003624	X93218, M74904, X66972	Impatiens necrotic spot virus L gene., Impatiens necrotic spot virus G2-G1 polyprotein and nonstructural protein of the middle RNA, complete cds., Impatiens necrotic spot virus gene for nucleocapsid and non-structural proteins.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Iris yellow spot tospovirus	FJ623474, FJ361359, AF001387	NC_029799, NC_029798, NC_029800	FJ623474, FJ361359, AF001387	Iris yellow spot virus segment L, complete sequence., Iris yellow spot virus segment M, complete sequence., Iris yellow spot virus non-structural protein (NSs) and nucleoprotein (N) genes, complete cds.	plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Melon yellow spot virus	AB061774, AB061773, AB038343	NC_008306, NC_008307, NC_008300	AB061774, AB061773, AB038343	Melon yellow spot virus RdRp gene for RNA dependent RNA polymerase, complete cds., Melon yellow spot virus NSm and Gp genes for nonstructural protein and glycoprotein precursor, complete cds., Melon yellow spot virus NSs and N genes for nonstructural protein and nucleoprotein, complete cds, isolate:Tospo-melo.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Polygonum ringspot tospovirus	KJ541746, KJ541745, KJ541744		KJ541746, KJ541745, KJ541744	Polygonum ringspot tospovirus isolate Plg13 segment L, complete sequence., Polygonum ringspot tospovirus isolate Plg13 segment M, complete sequence., Polygonum ringspot tospovirus isolate Plg13 segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Tomato spotted wilt tospovirus	D10066, S48091, D00645	NC_002052, NC_002050, NC_002051	D10066, S48091, D00645	Tomato spotted wilt virus gene for RNA polymerase, complete cds., NSM, glycoprotein precursor {M segment} [tomato spotted wilt virus TSWV, Genomic RNA Complete, 4821 nt]., Tomato spotted wilt virus genomic RNA, segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Tomato zonate spot virus	EF552435, EF552434, EF552433	NC_010491, NC_010490, NC_010489	EF552435, EF552434, EF552433	Tomato zonate spot virus segment L, complete sequence., Tomato zonate spot virus segment M, complete sequence., Tomato zonate spot virus segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Tospovirus kiwifruit/YXW/2014	KX213531, KX213532, KX213533	NC_030378, NC_030379, NC_030380	KX213531, KX213532, KX213533	Tospovirus kiwifruit/YXW/2014 segment L, complete sequence., Tospovirus kiwifruit/YXW/2014 segment M, complete sequence., Tospovirus kiwifruit/YXW/2014 segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Watermelon bud necrosis tospovirus	GU735408, GU584185, GU584184		GU735408, GU584185, GU584184	Watermelon bud necrosis virus strain JT L protein gene, complete cds., Watermelon bud necrosis virus strain JT segment M, complete sequence., Watermelon bud necrosis virus strain JT segment S, complete sequence.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Watermelon silver mottle tospovirus	AF133128, U75379, U78734	NC_003832, NC_003841, NC_003843	AF133128, U75379, U78734	Watermelon spotted wilt virus L protein (L) gene, complete cds., Watermelon spotted wilt virus nonstructural protein (NSm) and glycoprotein precursor genes, complete cds., Watermelon spotted wilt virus NSs and N genes, complete cds.	invertebrates, plants
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Tospovirus	Tospoviridae	Zucchini lethal chlorosis tospovirus	KU641378, KU641379, KU641380	NC_031762, NC_031758, NC_031759	KU641378, KU641379, KU641380	Zucchini lethal chlorosis virus isolate ZLCV-SP segment L, complete sequence., Zucchini lethal chlorosis virus isolate ZLCV-SP segment M, complete sequence., Zucchini lethal chlorosis virus isolate ZLCV-SP segment S, complete sequence.	plants
V_-ssRNAviruses	Bunyavirales	Wupedeviridae		Wumivirus	Wupedeviridae	Millipede wumivirus	KM817696, KX650645, KM817757		KM817696, KX650645, KM817757	Wuhan Millipede Virus 2 strain WHWG03 RNA-dependent RNA polymerase (L) gene, complete cds., Wuhan Millipede Virus 2 strain WHWG03 glycoprotein precursor (G) gene, complete cds., Wuhan Millipede Virus 2 strain WHWG03 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Goujianvirales	Yueviridae		Yuyuevirus	Yueviridae	 Beihai yuyuevirus	KX884032, KX884033	NC_032273, NC_032275	KX884032, KX884033	Beihai sesarmid crab virus 3 strain SCJXSX39048 RNA-dependent RNA polymerase gene, complete cds., Beihai sesarmid crab virus 3 strain SCJXSX39048 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Goujianvirales	Yueviridae		Yuyuevirus	Yueviridae	 Shahe yuyuevirus	KX884034, KX884035	NC_033289, NC_033290	KX884034, KX884035	Shahe yuevirus-like virus 1 strain SHWC0209c11789 RNA-dependent RNA polymerase gene, complete cds., Shahe yuevirus-like virus 1 strain SHWC0209c11789 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Argas mivirus	KM817599	NC_028263	KM817599	Tacheng Tick Virus 4 strain TCRP-1, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Barnacle mivirus	KX884409	NC_032427	KX884409	Beihai barnacle virus 9 strain BHTH10927 putative glycoprotein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Beetle mivirus	KX884416	NC_032922	KX884416	Hubei coleoptera virus 3 strain QCM109726 putative glycoprotein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Bole mivirus	KM817593	NC_028259	KM817593	Bole Tick Virus 3 strain BL199, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Brunnich mivirus	KX884451, KX884452	NC_033291, NC_033292	KX884451, KX884452	Wenling crustacean virus 14 strain WLJQ104130 RNA-dependent RNA polymerase gene, complete cds., Wenling crustacean virus 14 strain WLJQ104130 putative glycoprotein, hypothetical protein 1, and hypothetical protein 2 genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Changping mivirus	KM817594	NC_028260	KM817594	Changping Tick Virus 2 strain CP1-4, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Charybdis mivirus	KM817603	NC_031248	KM817603	Wenzhou Crab Virus 3 strain RBX9 glycoprotein (G1), putative nucleoprotein (N), glycoprotein (G2), and polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Cockroach mivirus	KM817604, KM817605		KM817604, KM817605	Wuchang Cockraoch Virus 3 strain WCZL-1 segment 1, complete sequence., Wuchang Cockraoch Virus 3 strain WCZL-1 segment 2, complete sequence.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Crab mivirus	KM817601, KM817602		KM817601, KM817602	Wenzhou Crab Virus 2 strain ZCX13 segment 1, complete sequence., Wenzhou Crab Virus 2 strain ZCX13 segment 2, complete sequence.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Crustacean mivirus	KX884453, KX884454	NC_033293, NC_033294	KX884453, KX884454	Wenling crustacean virus 13 strain WLJQ104251 RNA-dependent RNA polymerase gene, complete cds., Wenling crustacean virus 13 strain WLJQ104251 putative glycoprotein and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Dermacentor mivirus	KM817595	NC_028261	KM817595	Changping Tick Virus 3 strain CP1-3, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Dermacentor mivirus	KM817600	NC_028264	KM817600	Tacheng Tick Virus 5 strain TC254, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Hermit mivirus	KX884404	NC_032417	KX884404	Beihai hermit crab virus 3 strain BHJJX21702 putative glycoprotein, hypothetical protein 1, hypothetical protein 2, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Hippoboscid mivirus	KM817609, KM817608		KM817609, KM817608	Wuhan Louse Fly Virus 7 strain BFJSC-3 segment 1, complete sequence., Wuhan Louse Fly Virus 7 strain BFJSC-3 segment 2, complete sequence.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Hubei mivirus	KX884424, KX884425	NC_033327, NC_033328	KX884424, KX884425	Hubei chuvirus-like virus 1 strain QTM26249 RNA-dependent RNA polymerase gene, complete cds., Hubei chuvirus-like virus 1 strain QTM26249 putative glycoprotein and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Hubei odonate mivirus	KX884427	NC_033015	KX884427	Hubei chuvirus-like virus 3 strain QTM26698 RNA-dependent RNA polymerase, putative glycoprotein, and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Imjin mivirus	KU095839	NC_028482	KU095839	Imjin River virus 1 strain A12.2496/ROK/2012, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Lacewing mivirus	KM817613		KM817613	Shuangao Lacewing Virus strain QSA01 polymerase (L) gene, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Lishi mivirus	KM817597, KM817596		KM817597, KM817596	Lishi Spider Virus 1 strain LSZZ11 segment 1, complete sequence., Lishi Spider Virus 1 strain LSZZ11 segment 2, complete sequence.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Lonestar mivirus	KU230451	NC_030204	KU230451	Lonestar tick chuvirus 1 isolate RTS21, complete genome.	invertebrates
